sampleid	diet	vendor	location	experiment	mouse_id	colony_count	Genus	rel_abund
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Empedobacter	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Enterococcus	0.9893287577791336
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Erysipelatoclostridium	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Escherichia-Shigella	0.00158016432784218
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Facklamia	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Flavobacterium	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Fusicatenibacter	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Gemella	2e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Kocuria	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Kytococcus	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Lactobacillus	6.999999999999999e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Lawsonella	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Leptotrichia	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Microbacterium	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Micrococcus	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Modestobacter	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Mucispirillum	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Muribaculaceae	2e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Oceanobacillus	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Proteus	0.0062907093078435365
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	RF39	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Rhodococcus	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Sphingomonas	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Staphylococcus	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Stenotrophomonas	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Streptococcus	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Tissierella	3e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	Turicibacter	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	[Eubacterium]_coprostanoligenes_group	2e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	[Eubacterium]_fissicatena_group	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	[Eubacterium]_ventriosum_group	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	[Eubacterium]_xylanophilum_group	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	[Ruminococcus]_gauvreauii_group	1e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	uncultured	3e-6
CDD02.CR.HFHF.1.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.1	1	NA	0.0028303685851806667
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Acinetobacter	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Aerococcus	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Akkermansia	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Arthrobacter	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Bacillus	4.9999999999999996e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Bacteroides	3e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Bifidobacterium	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Blautia	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Brachybacterium	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Brevibacterium	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Chryseobacterium	2e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Clostridia_UCG-014	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Clostridia_vadinBB60_group	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Corynebacterium	3e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Cutibacterium	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Dietzia	2e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Dorea	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Dubosiella	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Dysgonomonas	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Empedobacter	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Enterococcus	0.9982418752410971
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Erysipelatoclostridium	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Escherichia-Shigella	8.50779884273416e-4
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Facklamia	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Flavobacterium	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Fusicatenibacter	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Gemella	2e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Kocuria	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Kytococcus	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Lactobacillus	6.999999999999999e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Lawsonella	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Leptotrichia	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Microbacterium	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Micrococcus	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Modestobacter	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Mucispirillum	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Muribaculaceae	2e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Oceanobacillus	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Proteus	9.203448746295339e-4
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	RF39	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Rhodococcus	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Sphingomonas	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Staphylococcus	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Stenotrophomonas	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Streptococcus	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Tissierella	3e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	Turicibacter	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	[Eubacterium]_coprostanoligenes_group	2e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	[Eubacterium]_fissicatena_group	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	[Eubacterium]_ventriosum_group	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	[Eubacterium]_xylanophilum_group	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	[Ruminococcus]_gauvreauii_group	1e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	uncultured	3e-6
CDD02.CR.HFHF.1.Spleen	HF/HF	charles_river	spleen	CDD02	CDD02.CR.HFHF.1	1	NA	1.7000000000000003e-5
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Acinetobacter	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Aerococcus	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Akkermansia	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Arthrobacter	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Bacillus	4.9999999999999996e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Bacteroides	3e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Bifidobacterium	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Blautia	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Brachybacterium	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Brevibacterium	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Chryseobacterium	2e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Clostridia_UCG-014	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Clostridia_vadinBB60_group	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Corynebacterium	3e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Cutibacterium	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Dietzia	2e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Dorea	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Dubosiella	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Dysgonomonas	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Empedobacter	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Enterococcus	1.0000059999999997
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Erysipelatoclostridium	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Escherichia-Shigella	4e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Facklamia	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Flavobacterium	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Fusicatenibacter	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Gemella	2e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Kocuria	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Kytococcus	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Lactobacillus	6.999999999999999e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Lawsonella	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Leptotrichia	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Microbacterium	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Micrococcus	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Modestobacter	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Mucispirillum	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Muribaculaceae	2e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Oceanobacillus	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Proteus	3e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	RF39	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Rhodococcus	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Sphingomonas	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Staphylococcus	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Stenotrophomonas	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Streptococcus	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Tissierella	3e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	Turicibacter	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	[Eubacterium]_coprostanoligenes_group	2e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	[Eubacterium]_fissicatena_group	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	[Eubacterium]_ventriosum_group	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	[Eubacterium]_xylanophilum_group	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	[Ruminococcus]_gauvreauii_group	1e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	uncultured	3e-6
CDD02.CR.HFHF.2.Blood	HF/HF	charles_river	blood	CDD02	CDD02.CR.HFHF.2	2	NA	1.7000000000000003e-5
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Acinetobacter	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Aerococcus	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Akkermansia	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Arthrobacter	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Bacillus	4.9999999999999996e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Bacteroides	3e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Bifidobacterium	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Blautia	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Brachybacterium	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Brevibacterium	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Chryseobacterium	2e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Clostridia_UCG-014	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Clostridia_vadinBB60_group	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Corynebacterium	3e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Cutibacterium	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Dietzia	2e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Dorea	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Dubosiella	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Dysgonomonas	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Empedobacter	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Enterococcus	0.9972499777425039
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Erysipelatoclostridium	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Escherichia-Shigella	8.412725845558096e-4
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Facklamia	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Flavobacterium	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Fusicatenibacter	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Gemella	2e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Kocuria	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Kytococcus	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Lactobacillus	6.999999999999999e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Lawsonella	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Leptotrichia	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Microbacterium	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Micrococcus	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Modestobacter	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Mucispirillum	1e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Muribaculaceae	2e-6
CDD02.CR.HFHF.2.Liver	HF/HF	charles_river	liver	CDD02	CDD02.CR.HFHF.2	2	Oceanobacillus	1e-6
