#SampleID	day_post_inf	sample_type	mouse_id	high_fat	high_fiber	purified_diet	seq_depth	study	diet	mouse_sex	experiment_set	vendor
CDD02.CR.HFLF.3.18	3	colon	CDD02.CR.HFLF.3	1	0	1	62562	2	HF/LF	Female	new_exp_anschutz	charles_river
CDD02.CR.LFLF.2.18	3	colon	CDD02.CR.LFLF.2	0	0	1	88992	2	LF/LF	Female	new_exp_anschutz	charles_river
CDD02.CR.Chow.5.18	3	colon	CDD02.CR.Chow.5	0	0	0	60593	2	Chow	Female	new_exp_anschutz	charles_river
CDD02.CR.LFLF.5.18	3	colon	CDD02.CR.LFLF.5	0	0	1	55863	2	LF/LF	Female	new_exp_anschutz	charles_river
CDD02.CR.LFHF.3.18	3	colon	CDD02.CR.LFHF.3	0	1	1	79219	2	LF/HF	Female	new_exp_anschutz	charles_river
CDD02.CR.HFLF.5.18	3	colon	CDD02.CR.HFLF.5	1	0	1	81235	2	HF/LF	Female	new_exp_anschutz	charles_river
CDD02.CR.HFLF.2.18	3	colon	CDD02.CR.HFLF.2	1	0	1	72226	2	HF/LF	Female	new_exp_anschutz	charles_river
CDD02.CR.LFLF.1.18	3	colon	CDD02.CR.LFLF.1	0	0	1	89194	2	LF/LF	Female	new_exp_anschutz	charles_river
CDD02.CR.HFLF.4.18	3	colon	CDD02.CR.HFLF.4	1	0	1	15389	2	HF/LF	Female	new_exp_anschutz	charles_river
CDD02.CR.Chow.4.18	3	colon	CDD02.CR.Chow.4	0	0	0	67954	2	Chow	Female	new_exp_anschutz	charles_river
CDD02.CR.LFHF.2.18	3	colon	CDD02.CR.LFHF.2	0	1	1	59094	2	LF/HF	Female	new_exp_anschutz	charles_river
CDD02.CR.LFLF.4.18	3	colon	CDD02.CR.LFLF.4	0	0	1	96623	2	LF/LF	Female	new_exp_anschutz	charles_river
CDD02.CR.LFLF.3.18	3	colon	CDD02.CR.LFLF.3	0	0	1	93244	2	LF/LF	Female	new_exp_anschutz	charles_river
CDD02.CR.LFHF.1.18	3	colon	CDD02.CR.LFHF.1	0	1	1	53213	2	LF/HF	Female	new_exp_anschutz	charles_river
CDD02.CR.LFHF.5.18	3	colon	CDD02.CR.LFHF.5	0	1	1	61714	2	LF/HF	Female	new_exp_anschutz	charles_river
CDD02.CR.LFHF.4.18	3	colon	CDD02.CR.LFHF.4	0	1	1	60855	2	LF/HF	Female	new_exp_anschutz	charles_river
CDD02.CR.HFHF.4.18	3	colon	CDD02.CR.HFHF.4	1	1	1	49557	2	HF/HF	Female	new_exp_anschutz	charles_river
CDD02.CR.HFHF.1.18	3	colon	CDD02.CR.HFHF.1	1	1	1	44417	2	HF/HF	Female	new_exp_anschutz	charles_river
CDD02.CR.HFLF.1.18	3	colon	CDD02.CR.HFLF.1	1	0	1	41690	2	HF/LF	Female	new_exp_anschutz	charles_river
CDD02.CR.HFHF.3.18	3	colon	CDD02.CR.HFHF.3	1	1	1	44317	2	HF/HF	Female	new_exp_anschutz	charles_river
CDD02.CR.HFHF.5.18	3	colon	CDD02.CR.HFHF.5	1	1	1	58706	2	HF/HF	Female	new_exp_anschutz	charles_river
CDD02.CR.HFHF.2.18	3	colon	CDD02.CR.HFHF.2	1	1	1	47893	2	HF/HF	Female	new_exp_anschutz	charles_river
CDD03.Tc.LFLF.1.18	3	colon	CDD03.Tc.LFLF.1	0	0	1	60549	3	LF/LF	Female	new_exp_anschutz	taconic
CDD03.Tc.Chow.3.18	3	colon	CDD03.Tc.Chow.3	0	0	0	72040	3	Chow	Female	new_exp_anschutz	taconic
CDD03.CR.HFHF.1.00	-15	colon	CDD03.CR.HFHF.1	1	1	1	54011	3	HF/HF	Female	new_exp_anschutz	charles_river
CDD03.CR.LFLF.2.00	-15	colon	CDD03.CR.LFLF.2	0	0	1	76835	3	LF/LF	Female	new_exp_anschutz	charles_river
CDD03.Tc.HFHF.5.18	3	colon	CDD03.Tc.HFHF.5	1	1	1	105352	3	HF/HF	Female	new_exp_anschutz	taconic
CDD03.CR.LFLF.4.00	-15	colon	CDD03.CR.LFLF.4	0	0	1	57393	3	LF/LF	Female	new_exp_anschutz	charles_river
CDD03.CR.Chow.2.00	-15	colon	CDD03.CR.Chow.2	0	0	0	50689	3	Chow	Female	new_exp_anschutz	charles_river
CDD03.CR.LFLF.2.18	3	colon	CDD03.CR.LFLF.2	0	0	1	72361	3	LF/LF	Female	new_exp_anschutz	charles_river
CDD03.CR.LFHF.2.00	-15	colon	CDD03.CR.LFHF.2	0	1	1	56867	3	LF/HF	Female	new_exp_anschutz	charles_river
CDD03.Tc.Chow.4.18	3	colon	CDD03.Tc.Chow.4	0	0	0	107196	3	Chow	Female	new_exp_anschutz	taconic
CDD03.CR.HFLF.1.00	-15	colon	CDD03.CR.HFLF.1	1	0	1	52883	3	HF/LF	Female	new_exp_anschutz	charles_river
CDD03.CR.Chow.3.00	-15	colon	CDD03.CR.Chow.3	0	0	0	56748	3	Chow	Female	new_exp_anschutz	charles_river
CDD03.CR.HFLF.5.00	-15	colon	CDD03.CR.HFLF.5	1	0	1	65478	3	HF/LF	Female	new_exp_anschutz	charles_river
CDD03.CR.HFHF.4.00	-15	colon	CDD03.CR.HFHF.4	1	1	1	53756	3	HF/HF	Female	new_exp_anschutz	charles_river
CDD03.Tc.Chow.5.18	3	colon	CDD03.Tc.Chow.5	0	0	0	83706	3	Chow	Female	new_exp_anschutz	taconic
CDD03.Tc.LFHF.4.18	3	colon	CDD03.Tc.LFHF.4	0	1	1	40376	3	LF/HF	Female	new_exp_anschutz	taconic
CDD03.CR.LFLF.5.00	-15	colon	CDD03.CR.LFLF.5	0	0	1	32935	3	LF/LF	Female	new_exp_anschutz	charles_river
CDD03.CR.Chow.5.18	3	colon	CDD03.CR.Chow.5	0	0	0	72644	3	Chow	Female	new_exp_anschutz	charles_river
CDD03.CR.LFLF.4.18	3	colon	CDD03.CR.LFLF.4	0	0	1	90866	3	LF/LF	Female	new_exp_anschutz	charles_river
CDD03.CR.LFHF.3.00	-15	colon	CDD03.CR.LFHF.3	0	1	1	80160	3	LF/HF	Female	new_exp_anschutz	charles_river
CDD03.Tc.HFLF.5.00	-15	colon	CDD03.Tc.HFLF.5	1	0	1	45006	3	HF/LF	Female	new_exp_anschutz	taconic
CDD03.CR.Chow.5.00	-15	colon	CDD03.CR.Chow.5	0	0	0	56780	3	Chow	Female	new_exp_anschutz	charles_river
CDD03.Tc.LFHF.3.18	3	colon	CDD03.Tc.LFHF.3	0	1	1	42003	3	LF/HF	Female	new_exp_anschutz	taconic
CDD03.CR.HFHF.2.00	-15	colon	CDD03.CR.HFHF.2	1	1	1	43737	3	HF/HF	Female	new_exp_anschutz	charles_river
CDD03.Tc.HFHF.2.00	-15	colon	CDD03.Tc.HFHF.2	1	1	1	51485	3	HF/HF	Female	new_exp_anschutz	taconic
CDD03.CR.LFHF.5.00	-15	colon	CDD03.CR.LFHF.5	0	1	1	57033	3	LF/HF	Female	new_exp_anschutz	charles_river
CDD03.Tc.HFHF.1.18	3	colon	CDD03.Tc.HFHF.1	1	1	1	97553	3	HF/HF	Female	new_exp_anschutz	taconic
CDD03.CR.HFLF.3.00	-15	colon	CDD03.CR.HFLF.3	1	0	1	56493	3	HF/LF	Female	new_exp_anschutz	charles_river
CDD03.CR.HFLF.3.18	3	colon	CDD03.CR.HFLF.3	1	0	1	66347	3	HF/LF	Female	new_exp_anschutz	charles_river
CDD03.Tc.LFLF.4.00	-15	colon	CDD03.Tc.LFLF.4	0	0	1	53255	3	LF/LF	Female	new_exp_anschutz	taconic
CDD03.Tc.HFHF.3.00	-15	colon	CDD03.Tc.HFHF.3	1	1	1	52058	3	HF/HF	Female	new_exp_anschutz	taconic
CDD03.CR.LFLF.1.00	-15	colon	CDD03.CR.LFLF.1	0	0	1	50167	3	LF/LF	Female	new_exp_anschutz	charles_river
CDD03.CR.HFLF.4.00	-15	colon	CDD03.CR.HFLF.4	1	0	1	54289	3	HF/LF	Female	new_exp_anschutz	charles_river
CDD03.Tc.Chow.3.00	-15	colon	CDD03.Tc.Chow.3	0	0	0	62000	3	Chow	Female	new_exp_anschutz	taconic
CDD03.CR.Chow.1.00	-15	colon	CDD03.CR.Chow.1	0	0	0	70432	3	Chow	Female	new_exp_anschutz	charles_river
CDD03.Tc.LFHF.5.18	3	colon	CDD03.Tc.LFHF.5	0	1	1	81471	3	LF/HF	Female	new_exp_anschutz	taconic
CDD03.CR.HFHF.5.00	-15	colon	CDD03.CR.HFHF.5	1	1	1	64330	3	HF/HF	Female	new_exp_anschutz	charles_river
CDD03.Tc.LFHF.2.18	3	colon	CDD03.Tc.LFHF.2	0	1	1	54144	3	LF/HF	Female	new_exp_anschutz	taconic
CDD03.Tc.HFLF.3.00	-15	colon	CDD03.Tc.HFLF.3	1	0	1	65786	3	HF/LF	Female	new_exp_anschutz	taconic
CDD03.CR.LFHF.1.00	-15	colon	CDD03.CR.LFHF.1	0	1	1	66434	3	LF/HF	Female	new_exp_anschutz	charles_river
CDD03.Tc.HFHF.5.00	-15	colon	CDD03.Tc.HFHF.5	1	1	1	53591	3	HF/HF	Female	new_exp_anschutz	taconic
CDD03.Tc.HFLF.3.18	3	colon	CDD03.Tc.HFLF.3	1	0	1	76739	3	HF/LF	Female	new_exp_anschutz	taconic
CDD03.CR.Chow.2.18	3	colon	CDD03.CR.Chow.2	0	0	0	70305	3	Chow	Female	new_exp_anschutz	charles_river
CDD03.Tc.LFHF.4.00	-15	colon	CDD03.Tc.LFHF.4	0	1	1	66590	3	LF/HF	Female	new_exp_anschutz	taconic
CDD03.Tc.Chow.5.00	-15	colon	CDD03.Tc.Chow.5	0	0	0	38275	3	Chow	Female	new_exp_anschutz	taconic
CDD03.CR.HFLF.2.00	-15	colon	CDD03.CR.HFLF.2	1	0	1	56564	3	HF/LF	Female	new_exp_anschutz	charles_river
CDD03.CR.LFLF.5.18	3	colon	CDD03.CR.LFLF.5	0	0	1	87084	3	LF/LF	Female	new_exp_anschutz	charles_river
CDD03.CR.LFHF.4.00	-15	colon	CDD03.CR.LFHF.4	0	1	1	47901	3	LF/HF	Female	new_exp_anschutz	charles_river
CDD03.CR.Chow.4.00	-15	colon	CDD03.CR.Chow.4	0	0	0	79328	3	Chow	Female	new_exp_anschutz	charles_river
CDD03.Tc.Chow.1.00	-15	colon	CDD03.Tc.Chow.1	0	0	0	51406	3	Chow	Female	new_exp_anschutz	taconic
CDD03.Tc.LFHF.3.00	-15	colon	CDD03.Tc.LFHF.3	0	1	1	66128	3	LF/HF	Female	new_exp_anschutz	taconic
CDD03.Tc.HFHF.4.00	-15	colon	CDD03.Tc.HFHF.4	1	1	1	70770	3	HF/HF	Female	new_exp_anschutz	taconic
CDD03.Tc.LFHF.1.18	3	colon	CDD03.Tc.LFHF.1	0	1	1	65994	3	LF/HF	Female	new_exp_anschutz	taconic
CDD03.Tc.HFLF.2.00	-15	colon	CDD03.Tc.HFLF.2	1	0	1	38488	3	HF/LF	Female	new_exp_anschutz	taconic
CDD03.Tc.LFLF.2.00	-15	colon	CDD03.Tc.LFLF.2	0	0	1	32013	3	LF/LF	Female	new_exp_anschutz	taconic
CDD03.Tc.LFLF.1.00	-15	colon	CDD03.Tc.LFLF.1	0	0	1	60847	3	LF/LF	Female	new_exp_anschutz	taconic
CDD03.Tc.LFLF.5.00	-15	colon	CDD03.Tc.LFLF.5	0	0	1	61077	3	LF/LF	Female	new_exp_anschutz	taconic
CDD03.Tc.HFLF.1.00	-15	colon	CDD03.Tc.HFLF.1	1	0	1	62044	3	HF/LF	Female	new_exp_anschutz	taconic
CDD03.CR.HFLF.1.18	3	colon	CDD03.CR.HFLF.1	1	0	1	78272	3	HF/LF	Female	new_exp_anschutz	charles_river
CDD03.CR.LFLF.3.00	-15	colon	CDD03.CR.LFLF.3	0	0	1	57258	3	LF/LF	Female	new_exp_anschutz	charles_river
CDD03.CR.HFHF.3.00	-15	colon	CDD03.CR.HFHF.3	1	1	1	68049	3	HF/HF	Female	new_exp_anschutz	charles_river
CDD03.Tc.HFHF.1.00	-15	colon	CDD03.Tc.HFHF.1	1	1	1	53725	3	HF/HF	Female	new_exp_anschutz	taconic
CDD03.CR.LFHF.4.18	3	colon	CDD03.CR.LFHF.4	0	1	1	74142	3	LF/HF	Female	new_exp_anschutz	charles_river
CDD03.Tc.LFLF.2.18	3	colon	CDD03.Tc.LFLF.2	0	0	1	105276	3	LF/LF	Female	new_exp_anschutz	taconic
CDD03.Tc.LFHF.1.00	-15	colon	CDD03.Tc.LFHF.1	0	1	1	80690	3	LF/HF	Female	new_exp_anschutz	taconic
CDD03.Tc.Chow.4.00	-15	colon	CDD03.Tc.Chow.4	0	0	0	39387	3	Chow	Female	new_exp_anschutz	taconic
CDD03.CR.LFLF.3.18	3	colon	CDD03.CR.LFLF.3	0	0	1	61438	3	LF/LF	Female	new_exp_anschutz	charles_river
CDD03.Tc.LFHF.5.00	-15	colon	CDD03.Tc.LFHF.5	0	1	1	36902	3	LF/HF	Female	new_exp_anschutz	taconic
CDD03.Tc.LFLF.3.18	3	colon	CDD03.Tc.LFLF.3	0	0	1	48136	3	LF/LF	Female	new_exp_anschutz	taconic
CDD03.Tc.Chow.1.18	3	colon	CDD03.Tc.Chow.1	0	0	0	63565	3	Chow	Female	new_exp_anschutz	taconic
CDD03.CR.HFLF.5.18	3	colon	CDD03.CR.HFLF.5	1	0	1	73961	3	HF/LF	Female	new_exp_anschutz	charles_river
CDD03.Tc.LFLF.3.00	-15	colon	CDD03.Tc.LFLF.3	0	0	1	52174	3	LF/LF	Female	new_exp_anschutz	taconic
CDD03.Tc.HFLF.5.18	3	colon	CDD03.Tc.HFLF.5	1	0	1	72351	3	HF/LF	Female	new_exp_anschutz	taconic
CDD03.Tc.LFHF.2.00	-15	colon	CDD03.Tc.LFHF.2	0	1	1	82515	3	LF/HF	Female	new_exp_anschutz	taconic
CDD03.Tc.HFLF.4.00	-15	colon	CDD03.Tc.HFLF.4	1	0	1	44751	3	HF/LF	Female	new_exp_anschutz	taconic
CDD03.CR.HFHF.5.18	3	colon	CDD03.CR.HFHF.5	1	1	1	42996	3	HF/HF	Female	new_exp_anschutz	charles_river
CDD03.Tc.LFLF.4.18	3	colon	CDD03.Tc.LFLF.4	0	0	1	53964	3	LF/LF	Female	new_exp_anschutz	taconic
CDD03.Tc.HFLF.1.18	3	colon	CDD03.Tc.HFLF.1	1	0	1	51635	3	HF/LF	Female	new_exp_anschutz	taconic
CDD03.CR.LFLF.1.18	3	colon	CDD03.CR.LFLF.1	0	0	1	76529	3	LF/LF	Female	new_exp_anschutz	charles_river
CDD03.Tc.Chow.2.00	-15	colon	CDD03.Tc.Chow.2	0	0	0	53618	3	Chow	Female	new_exp_anschutz	taconic
CDD03.CR.HFHF.3.18	3	colon	CDD03.CR.HFHF.3	1	1	1	57115	3	HF/HF	Female	new_exp_anschutz	charles_river
CDD03.CR.LFHF.2.18	3	colon	CDD03.CR.LFHF.2	0	1	1	35800	3	LF/HF	Female	new_exp_anschutz	charles_river
CDD03.CR.HFHF.1.18	3	colon	CDD03.CR.HFHF.1	1	1	1	38162	3	HF/HF	Female	new_exp_anschutz	charles_river
CDD03.Tc.Chow.2.18	3	colon	CDD03.Tc.Chow.2	0	0	0	52721	3	Chow	Female	new_exp_anschutz	taconic
CDD03.Tc.HFHF.3.18	3	colon	CDD03.Tc.HFHF.3	1	1	1	45973	3	HF/HF	Female	new_exp_anschutz	taconic
CDD03.CR.HFLF.4.18	3	colon	CDD03.CR.HFLF.4	1	0	1	54934	3	HF/LF	Female	new_exp_anschutz	charles_river
CDD03.CR.Chow.1.18	3	colon	CDD03.CR.Chow.1	0	0	0	36498	3	Chow	Female	new_exp_anschutz	charles_river
CDD03.Tc.LFLF.5.18	3	colon	CDD03.Tc.LFLF.5	0	0	1	68865	3	LF/LF	Female	new_exp_anschutz	taconic
CDD03.Tc.HFLF.4.18	3	colon	CDD03.Tc.HFLF.4	1	0	1	71503	3	HF/LF	Female	new_exp_anschutz	taconic
CDD03.Tc.HFHF.4.18	3	colon	CDD03.Tc.HFHF.4	1	1	1	68645	3	HF/HF	Female	new_exp_anschutz	taconic
CDD03.CR.Chow.3.18	3	colon	CDD03.CR.Chow.3	0	0	0	43164	3	Chow	Female	new_exp_anschutz	charles_river
CDD03.CR.LFHF.1.18	3	colon	CDD03.CR.LFHF.1	0	1	1	84767	3	LF/HF	Female	new_exp_anschutz	charles_river
CDD03.CR.LFHF.3.18	3	colon	CDD03.CR.LFHF.3	0	1	1	65851	3	LF/HF	Female	new_exp_anschutz	charles_river
CDD03.CR.HFHF.2.18	3	colon	CDD03.CR.HFHF.2	1	1	1	60381	3	HF/HF	Female	new_exp_anschutz	charles_river
CDD03.CR.Chow.4.18	3	colon	CDD03.CR.Chow.4	0	0	0	14576	3	Chow	Female	new_exp_anschutz	charles_river
CDD03.CR.HFHF.4.18	3	colon	CDD03.CR.HFHF.4	1	1	1	60787	3	HF/HF	Female	new_exp_anschutz	charles_river
CDD03.Tc.HFHF.2.18	3	colon	CDD03.Tc.HFHF.2	1	1	1	64615	3	HF/HF	Female	new_exp_anschutz	taconic
CDD03.CR.HFLF.2.18	3	colon	CDD03.CR.HFLF.2	1	0	1	49672	3	HF/LF	Female	new_exp_anschutz	charles_river
