Family	day_post_inf	term	estimate	std.error	statistic	p.value	signif
Lactobacillaceae	3	purified_diet:seq_depth	2.3071229769494996e-6	8.230223312016171e-7	2.803232536328738	0.006540663985418525	**
Lactobacillaceae	3	high_fat:high_fiber	0.024634425915730705	0.030154542587005232	0.8169391342830927	0.41673494023584334	ns
Marinifilaceae	-8	purified_diet	0.07222197667079505	0.07830024884215661	0.9223722496257376	0.3585325909922623	ns
Marinifilaceae	-8	seq_depth	2.942575337268575e-7	1.8833246413037252e-6	0.1562436593635597	0.8761528395303171	ns
Marinifilaceae	-8	high_fat	0.030222084475343962	0.01782777355808511	1.6952248342664125	0.09311369930560463	+
Marinifilaceae	-8	high_fiber	-0.038652093321460745	0.019959444314521093	-1.9365315342642175	0.0555972943267853	+
Marinifilaceae	-8	purified_diet:seq_depth	9.204478866874201e-8	2.0501644358548156e-6	0.04489629566243254	0.9642786158483528	ns
Marinifilaceae	-8	high_fat:high_fiber	-0.0381595235091815	0.0279096045942343	-1.367254178766283	0.1745808398689093	ns
Marinifilaceae	-3	purified_diet	0.0014472245819554046	0.005540991799752159	0.261185115274875	0.7944471682666603	ns
Marinifilaceae	-3	seq_depth	1.103942548691938e-7	1.2784895530832464e-7	0.8634740471907922	0.3897904403961553	ns
Marinifilaceae	-3	high_fat	7.056485036559316e-4	0.0018298622453515102	0.38562930376236	0.7005297563176893	ns
Marinifilaceae	-3	high_fiber	0.002453171380875508	0.0024173670283340995	1.0148113017683056	0.3124638677661691	ns
Marinifilaceae	-3	purified_diet:seq_depth	-1.6411423922915234e-8	1.329495019790835e-7	-0.12344103346469991	0.901987301105874	ns
Marinifilaceae	-3	high_fat:high_fiber	-0.005211789673191789	0.0028615024146290816	-1.8213472917398745	0.07132220228536269	+
Muribaculaceae	-8	purified_diet	0.07157094654717468	0.08933038863200456	0.8011937219036438	0.4249003224467903	ns
Muribaculaceae	-8	seq_depth	2.0183423892802863e-6	2.1486281923195303e-6	0.9393632627995097	0.3497853719989146	ns
Muribaculaceae	-8	high_fat	-0.018424201799108583	0.02033916831602312	-0.905848337200399	0.36717205653773466	ns
Muribaculaceae	-8	high_fiber	0.0618132496301496	0.022771127089127072	2.7145450195859935	0.0078060767032869256	**
Muribaculaceae	-8	purified_diet:seq_depth	-5.209842343276025e-6	2.33897067407303e-6	-2.2274081505279093	0.02813920601542281	*
Muribaculaceae	-8	high_fat:high_fiber	0.11690978377675336	0.03184122479603426	3.6716484534010188	3.873409951017411e-4	***
Muribaculaceae	-3	purified_diet	0.01516878027037853	0.026284360297925965	0.5771028892635999	0.5650709995794702	ns
Muribaculaceae	-3	seq_depth	1.6206174177924147e-6	6.064668793026813e-7	2.6722274094437095	0.008702530461919647	**
Muribaculaceae	-3	high_fat	0.0017199147744198923	0.008680171400820733	0.19814295075524313	0.8433057081072196	ns
Muribaculaceae	-3	high_fiber	0.018786595780287456	0.011467070921834263	1.6383081528270838	0.10426765013980017	ns
Muribaculaceae	-3	purified_diet:seq_depth	-1.7203086763597857e-6	6.306619352160665e-7	-2.7277826364618045	0.007443830623403117	**
Muribaculaceae	-3	high_fat:high_fiber	-0.006011395648240007	0.013573880485233723	-0.44286493127587745	0.6587492009524238	ns
Muribaculaceae	0	purified_diet	-0.0676841285201307	0.01809370801172555	-3.7407549893182916	2.9561663648240347e-4	***
Muribaculaceae	0	seq_depth	-1.1773748281807203e-6	3.73077164812816e-7	-3.15584801007975	0.002073956450861187	**
Muribaculaceae	0	high_fat	-9.622183785020406e-4	0.0060885557788440655	-0.15803721168909474	0.8747225894551639	ns
Muribaculaceae	0	high_fiber	0.007858556004968584	0.0066989781517586815	1.1730977213152245	0.24333742057470062	ns
Muribaculaceae	0	purified_diet:seq_depth	1.1001498656357003e-6	4.020581754002295e-7	2.736295225288117	0.007266308866265223	**
Muribaculaceae	0	high_fat:high_fiber	-0.0026995098423851153	0.009405282972103121	-0.28702058730099816	0.7746465022666458	ns
Muribaculaceae	3	purified_diet	-0.04251699319870778	0.020116248598523394	-2.1135647131458044	0.03811811216710422	*
Muribaculaceae	3	seq_depth	-2.2932826988774828e-7	3.2935143749538684e-7	-0.6963026232152408	0.48854499608705226	ns
Muribaculaceae	3	high_fat	-1.99147025052915e-6	0.006774182877795796	-2.939794048160006e-4	0.9997662745726842	ns
Muribaculaceae	3	high_fiber	7.249076861584413e-5	0.008754092639948856	0.008280786095983974	0.9934165188771165	ns
Muribaculaceae	3	purified_diet:seq_depth	2.2935558147629276e-7	3.6183313097333104e-7	0.6338711462361843	0.52823082740668	ns
Muribaculaceae	3	high_fat:high_fiber	-7.262755237394272e-5	0.013257128201363334	-0.005478377463866863	0.9956444920456033	ns
Ruminococcaceae	-8	purified_diet	0.021533832763591852	0.010517659992207813	2.047397689176638	0.04321502426058054	*
Ruminococcaceae	-8	seq_depth	1.0995288727520747e-7	2.5297707893764273e-7	0.4346357691255901	0.6647540338992659	ns
Ruminococcaceae	-8	high_fat	-0.001101733697627476	0.0023947109169474208	-0.4600696016502379	0.646455166026172	ns
Ruminococcaceae	-8	high_fiber	-0.011208587215957614	0.0026810470214050502	-4.180675357973973	6.196003804941831e-5	****
Ruminococcaceae	-8	purified_diet:seq_depth	-2.769803830378132e-7	2.7538778973621955e-7	-1.0057830933721466	0.3169234893098215	ns
Ruminococcaceae	-8	high_fat:high_fiber	9.711563513376516e-4	0.0037489501755079285	0.25904754821290044	0.796125786332698	ns
Ruminococcaceae	-3	purified_diet	0.005491123439404877	0.005223146425645273	1.0513056674888255	0.2954648721466062	ns
Ruminococcaceae	-3	seq_depth	1.2594805613160918e-7	1.2051521425659333e-7	1.0450801328988104	0.2983194210398099	ns
Ruminococcaceae	-3	high_fat	0.005068578305647139	0.0017248966956887526	2.9384822397281316	0.004033342963241468	**
Ruminococcaceae	-3	high_fiber	2.6445113940782135e-5	0.0022787007109594973	0.011605347649910037	0.9907618910389119	ns
Ruminococcaceae	-3	purified_diet:seq_depth	-1.6272396837324712e-7	1.2532318060539801e-07	-1.2984347156461982	0.1969037637720074	ns
Ruminococcaceae	-3	high_fat:high_fiber	-0.005112847306590799	0.002697359362562804	-1.8955009768268332	0.060699348622103584	+
Ruminococcaceae	3	purified_diet	-0.03141437438014353	0.013892197874678094	-2.2612962083849855	0.02685048946324734	*
Ruminococcaceae	3	seq_depth	-3.7485123005240226e-8	2.2744873715328018e-7	-0.1648069075889333	0.8695709666589839	ns
Ruminococcaceae	3	high_fat	0.005267727571721796	0.004678222607792956	1.1260104559682231	0.26400676009197066	ns
Ruminococcaceae	3	high_fiber	0.009203925630542434	0.006045540080289102	1.5224323233834711	0.13240574703610664	ns
Ruminococcaceae	3	purified_diet:seq_depth	2.979508381221844e-7	2.4988045999117374e-7	1.1923734978425629	0.23714125335772776	ns
Ruminococcaceae	3	high_fat:high_fiber	-0.02015143854205301	0.009155317768186339	-2.201063802730792	0.03103123047892956	*
Staphylococcaceae	-3	purified_diet	0.16434593964773353	0.1271642672631053	1.2923908829490491	0.19898014935667216	ns
Staphylococcaceae	-3	seq_depth	-6.893529893620797e-9	2.9340990403313338e-6	-0.0023494537160689516	0.9981297431451066	ns
Staphylococcaceae	-3	high_fat	-0.04932268489933388	0.041994844972149836	-1.1744937963705717	0.24278049333211474	ns
Staphylococcaceae	-3	high_fiber	-0.07598717850809274	0.055477921277170245	-1.3696832317933705	0.17362691889914098	ns
Staphylococcaceae	-3	purified_diet:seq_depth	-1.7633822619351964e-6	3.0511552106828827e-6	-0.5779392197948959	0.5645082314455652	ns
Staphylococcaceae	-3	high_fat:high_fiber	0.028508853113954197	0.06567070859844795	0.434118250318803	0.6650686009443081	ns
Staphylococcaceae	0	purified_diet	0.1590118759264983	0.10004840950458917	1.5893493631121092	0.11490476368529301	ns
Staphylococcaceae	0	seq_depth	-4.378316478918092e-10	2.0629147401856432e-6	-2.1223933270863557e-4	0.9998310490520765	ns
Staphylococcaceae	0	high_fat	0.007505010107162415	0.033666417157752655	0.22292274440715684	0.8240167054399612	ns
Staphylococcaceae	0	high_fiber	-0.004444333477957117	0.03704172240179369	-0.11998182562217753	0.9047204600988796	ns
Staphylococcaceae	0	purified_diet:seq_depth	-3.6929533681688936e-6	2.2231640386283603e-6	-1.661125002025203	0.09958873219442559	+
Staphylococcaceae	0	high_fat:high_fiber	-0.016989268203429074	0.052006122884801276	-0.3266782305818488	0.7445435158036918	ns
Staphylococcaceae	3	purified_diet	5.424505386990849e-4	5.08487541466885e-4	1.066792191474787	0.2897312196091492	ns
Staphylococcaceae	3	seq_depth	2.442284505258914e-10	8.325165694308762e-9	0.02933616692972856	0.9766799621146434	ns
Staphylococcaceae	3	high_fat	3.386258740286188e-4	1.7123409367839575e-4	1.9775610496389278	0.051916727802189	+
Staphylococcaceae	3	high_fiber	-1.4945341584393832e-4	2.2128117091313397e-4	-0.675400510704129	0.5016464079302332	ns
Staphylococcaceae	3	purified_diet:seq_depth	-8.59278963561374e-9	9.146220195518953e-9	-0.9394907898482089	0.3507094573384275	ns
Staphylococcaceae	3	high_fat:high_fiber	-2.7762209437964423e-4	3.3510644358001067e-4	-0.8284594334079364	0.41022621550003946	ns
Tannerellaceae	-8	purified_diet	0.07404560870536367	0.11944142004552234	0.6199324210742211	0.5366984263617015	ns
Tannerellaceae	-8	seq_depth	2.209616100293899e-7	2.8728768157238624e-6	0.07691301235751574	0.9388449017898479	ns
Tannerellaceae	-8	high_fat	0.04091143574954661	0.027194991350796973	1.5043739202493867	0.13560588495442708	ns
Tannerellaceae	-8	high_fiber	0.029699614165843616	0.030446702373216426	0.9754624261696724	0.3316615018575808	ns
Tannerellaceae	-8	purified_diet:seq_depth	2.1893288845981523e-7	3.1273789696245082e-6	0.07000523140503871	0.94432791678669	ns
Tannerellaceae	-8	high_fat:high_fiber	-0.05800394827252142	0.042574102316895825	-1.362423283543953	0.17609478796106293	ns
Tannerellaceae	-3	purified_diet	-0.07296554985336319	0.17963027345335478	-0.40619851236996757	0.6854004763428827	ns
Tannerellaceae	-3	seq_depth	-8.716285332983825e-7	4.144662838841831e-6	-0.21030143275585406	0.8338286629505138	ns
Tannerellaceae	-3	high_fat	-0.2157835728917314	0.05932126727369706	-3.6375415227754146	4.236864091237257e-4	***
Tannerellaceae	-3	high_fiber	0.2093130749155128	0.07836725193424769	2.6709252876588336	0.008734219046009243	**
Tannerellaceae	-3	purified_diet:seq_depth	4.409147433300881e-6	4.310014571228621e-6	1.0230005862936098	0.30859356965639	ns
Tannerellaceae	-3	high_fat:high_fiber	0.025843833881553775	0.09276542536125898	0.2785933852069283	0.7810896081844888	ns
Tannerellaceae	0	purified_diet	0.04290005989586872	0.1806279406366185	0.2375051154581543	0.812714919949179	ns
Tannerellaceae	0	seq_depth	-9.407858973430707e-7	3.7243974499321333e-6	-0.25260083274952677	0.8010568237982282	ns
Tannerellaceae	0	high_fat	-0.13041968574940793	0.060781531959678434	-2.1457123824375866	0.034135677983589394	*
Tannerellaceae	0	high_fiber	-0.18594925588024291	0.06687532633652103	-2.7805360521836415	0.006404228263482741	**
Tannerellaceae	0	purified_diet:seq_depth	4.897757648158646e-6	4.0137124016590075e-6	1.2202562510792332	0.22502550638516775	ns
Tannerellaceae	0	high_fat:high_fiber	0.30998114116106434	0.09389213605385385	3.3014601029341586	0.0013042757321840709	**
Tannerellaceae	3	purified_diet	0.08034856031189695	0.1551961854507462	0.5177225205538106	0.6062842576152243	ns
Tannerellaceae	3	seq_depth	-5.93959328080151e-7	2.5409353300473662e-6	-0.23375617673397414	0.8158565543260858	ns
Tannerellaceae	3	high_fat	-0.12443715727597658	0.05226259444103496	-2.380998467582245	0.019990431542530142	*
Tannerellaceae	3	high_fiber	0.03888362683900703	0.06753753206759643	0.5757336054283045	0.5666416034713071	ns
Tannerellaceae	3	purified_diet:seq_depth	1.0443871051678894e-6	2.7915305093656094e-6	0.3741270610025437	0.7094406734455893	ns
Tannerellaceae	3	high_fat:high_fiber	0.15860055750201887	0.10227830088728007	1.5506764985938808	0.1254889316142829	ns
