group2	day_post_inf.y	group1	.y.	n1	n2	statistic	p	p.adj	p.adj.signif	group1_dist	group2_dist	diff_means	stat_diff_means
LF/LF	-3	HF/HF	dist	171	351	12.878407546724752	5.955162593466801e-38	2.9775812967334003e-37	****	0.6584411518321612	1.2738659529489746	-0.6154248011168134	-0.6154248011168134
LF/LF	-3	LF/HF	dist	153	351	15.557624511640526	1.4124458980570187e-54	1.4124458980570187e-53	****	0.5210929784737265	1.2738659529489746	-0.7527729744752482	-0.7527729744752482
LF/LF	-3	Chow	dist	253	351	9.26085726429774	2.0279736399548998e-20	4.0559472799097995e-20	****	0.8713289796422534	1.2738659529489746	-0.4025369733067212	-0.4025369733067212
LF/LF	-3	HF/LF	dist	378	351	4.396472291453785	1.1002439848306353e-5	1.2224933164784836e-5	****	1.0412334818685296	1.2738659529489746	-0.23263247108044505	-0.23263247108044505
LF/LF	-8	HF/HF	dist	153	325	0.9746666386462586	0.3297256465492605	0.3297256465492605	ns	0.6838572324696242	0.723899699902887	-0.040042467433262896	0
LF/LF	-8	Chow	dist	231	325	8.552274205871203	1.2068665112626123e-17	6.034332556313062e-17	****	0.48348200273816005	0.723899699902887	-0.240417697164727	-0.240417697164727
LF/LF	-8	LF/HF	dist	136	325	-1.700990177790997	0.08894483160223736	0.09882759066915263	ns	0.773592442959122	0.723899699902887	0.049692743056234945	0
LF/LF	-8	HF/LF	dist	300	325	-5.031090098391591	4.876988749330976e-7	8.765363499914605e-7	****	0.8786516124923629	0.723899699902887	0.15475191258947585	0.15475191258947585
LF/LF	0	HF/LF	dist	378	378	-1.8795737466870108	0.060166194045007365	0.08595170577858195	ns	1.1470932542093573	1.0993358187842015	0.04775743542515576	0
LF/LF	0	LF/HF	dist	136	378	-0.1455720238714318	0.8842592543974002	0.8842592543974002	ns	1.0944740074595933	1.0993358187842015	-0.004861811324608167	0
LF/LF	0	HF/HF	dist	153	378	6.751341065458027	1.464847933267554e-11	4.8828264442251805e-11	****	0.793445594006636	1.0993358187842015	-0.30589022477756556	-0.30589022477756556
LF/LF	0	Chow	dist	276	378	6.395560585188755	1.5995940034174194e-10	3.9989850085435486e-10	****	0.8638298125749586	1.0993358187842015	-0.2355060062092429	-0.2355060062092429
LF/LF	3	HF/HF	dist	10	210	-2.0645140485919447	0.03896900329056635	0.07742440636940613	ns	1.0517475556051148	0.822697030317196	0.2290505252879188	0
LF/LF	3	HF/LF	dist	253	210	-5.15391574800405	2.551025918553142e-7	2.551025918553142e-6	****	0.9732935856771395	0.822697030317196	0.15059655535994354	0.15059655535994354
LF/LF	3	Chow	dist	153	210	-0.17200698032508177	0.863432041285659	0.863432041285659	ns	0.8383148119910339	0.822697030317196	0.015617781673837872	0
LF/LF	3	LF/HF	dist	36	210	-2.3939992227210647	0.016665784109159826	0.055552613697199424	ns	0.9747712882189775	0.822697030317196	0.15207425790178153	0
